,age,job,marital,education_qual,call_type,day,mon,dur,num_calls,prev_outcome,y
1647,31,technician,single,tertiary,unknown,9,may,483,3,unknown,yes
1648,36,technician,single,secondary,unknown,9,may,643,1,unknown,no
1649,41,technician,married,secondary,unknown,9,may,319,1,unknown,no
1650,35,blue-collar,married,secondary,unknown,9,may,57,2,unknown,no
1651,40,blue-collar,married,secondary,unknown,9,may,306,1,unknown,no
1652,42,blue-collar,married,secondary,unknown,9,may,147,1,unknown,no
1653,34,technician,single,tertiary,unknown,9,may,244,1,unknown,no
1654,41,technician,single,secondary,unknown,9,may,128,1,unknown,no
1655,43,blue-collar,divorced,primary,unknown,9,may,100,1,unknown,no
1656,37,management,married,tertiary,unknown,9,may,59,1,unknown,no
1657,26,blue-collar,single,secondary,unknown,9,may,24,1,unknown,no
1658,32,housemaid,married,primary,unknown,9,may,85,2,unknown,no
1659,51,blue-collar,married,secondary,unknown,9,may,70,1,unknown,no
1660,38,blue-collar,single,secondary,unknown,9,may,21,1,unknown,no
1661,51,unemployed,divorced,secondary,unknown,9,may,167,1,unknown,no
1662,49,services,divorced,secondary,unknown,9,may,643,2,unknown,no
1663,31,housemaid,married,secondary,unknown,9,may,327,2,unknown,no
1664,33,blue-collar,married,primary,unknown,9,may,296,3,unknown,no
1665,30,admin.,single,secondary,unknown,9,may,307,1,unknown,no
1666,33,technician,married,secondary,unknown,9,may,120,1,unknown,no
1667,41,unemployed,married,secondary,unknown,9,may,390,2,unknown,no
1668,37,blue-collar,married,secondary,unknown,9,may,83,2,unknown,no
1669,33,blue-collar,married,primary,unknown,9,may,250,1,unknown,no
1670,32,services,married,secondary,unknown,9,may,143,1,unknown,no
1671,46,technician,married,secondary,unknown,9,may,643,1,unknown,yes
1672,34,management,single,tertiary,unknown,9,may,198,1,unknown,no
1673,32,blue-collar,married,primary,unknown,9,may,21,3,unknown,no
1674,43,blue-collar,single,secondary,unknown,9,may,643,3,unknown,yes
1675,28,blue-collar,married,secondary,unknown,9,may,254,1,unknown,no
1676,46,technician,divorced,tertiary,unknown,9,may,166,1,unknown,no
1677,52,services,divorced,primary,unknown,9,may,93,1,unknown,no
1678,34,blue-collar,married,secondary,unknown,9,may,134,2,unknown,no
1679,27,technician,divorced,secondary,unknown,9,may,375,2,unknown,no
1680,32,technician,single,tertiary,unknown,9,may,352,1,unknown,no
1681,37,blue-collar,single,secondary,unknown,9,may,217,2,unknown,no
1682,29,management,married,tertiary,unknown,9,may,45,1,unknown,no
1683,40,housemaid,divorced,secondary,unknown,9,may,93,1,unknown,no
1684,47,technician,married,primary,unknown,9,may,165,1,unknown,no
1685,34,blue-collar,married,secondary,unknown,9,may,266,1,unknown,no
1686,25,admin.,single,secondary,unknown,9,may,237,1,unknown,no
1687,30,management,married,tertiary,unknown,9,may,164,1,unknown,no
1688,31,admin.,married,secondary,unknown,9,may,538,1,unknown,yes
1689,35,blue-collar,married,secondary,unknown,9,may,72,2,unknown,no
1690,32,blue-collar,divorced,secondary,unknown,9,may,171,1,unknown,no
1691,28,blue-collar,single,secondary,unknown,9,may,643,1,unknown,yes
1692,27,services,single,secondary,unknown,9,may,131,3,unknown,no
1693,37,blue-collar,married,primary,unknown,9,may,514,1,unknown,no
1694,35,blue-collar,single,primary,unknown,9,may,127,1,unknown,no
1695,34,blue-collar,married,primary,unknown,9,may,198,1,unknown,no
1696,31,admin.,married,secondary,unknown,9,may,239,1,unknown,no
1697,36,management,divorced,tertiary,unknown,9,may,117,1,unknown,no
1698,38,technician,married,secondary,unknown,9,may,643,1,unknown,no
1699,25,services,married,secondary,unknown,9,may,155,1,unknown,no
1700,51,management,single,tertiary,unknown,9,may,18,1,unknown,no
1701,26,blue-collar,single,secondary,unknown,9,may,386,1,unknown,no
1702,40,retired,married,tertiary,unknown,9,may,138,1,unknown,no
1703,26,services,single,secondary,unknown,9,may,341,1,unknown,no
1704,36,services,married,secondary,unknown,9,may,339,2,unknown,no
1705,59,blue-collar,married,secondary,unknown,9,may,232,1,unknown,no
1706,26,blue-collar,single,secondary,unknown,9,may,208,1,unknown,no
1707,49,self-employed,married,tertiary,unknown,9,may,124,2,unknown,no
1708,33,blue-collar,married,primary,unknown,9,may,44,1,unknown,no
1709,31,blue-collar,married,secondary,unknown,9,may,75,1,unknown,no
1710,59,management,single,secondary,unknown,9,may,485,1,unknown,no
1711,38,entrepreneur,married,secondary,unknown,9,may,576,1,unknown,no
1712,37,services,single,secondary,unknown,9,may,280,1,unknown,no
1713,31,unemployed,single,tertiary,unknown,9,may,480,2,unknown,no
1714,54,retired,married,secondary,unknown,9,may,86,2,unknown,no
1715,41,blue-collar,married,primary,unknown,9,may,121,4,unknown,no
1716,44,management,married,tertiary,unknown,9,may,93,2,unknown,no
1717,28,admin.,single,secondary,unknown,9,may,211,3,unknown,no
1718,22,student,single,secondary,unknown,9,may,238,2,unknown,no
1719,31,blue-collar,married,primary,unknown,9,may,399,3,unknown,no
1720,36,services,married,secondary,unknown,9,may,93,2,unknown,no
1721,37,admin.,divorced,secondary,unknown,9,may,144,3,unknown,no
1722,54,admin.,married,secondary,unknown,9,may,45,2,unknown,no
1723,28,management,single,tertiary,unknown,9,may,98,1,unknown,no
1724,42,blue-collar,married,primary,unknown,9,may,128,1,unknown,no
1725,35,technician,single,tertiary,unknown,9,may,106,1,unknown,no
1726,29,admin.,married,secondary,unknown,9,may,121,1,unknown,no
1727,59,blue-collar,single,primary,unknown,9,may,123,1,unknown,no
1728,46,blue-collar,married,secondary,unknown,9,may,92,2,unknown,no
1729,32,self-employed,single,secondary,unknown,9,may,278,1,unknown,no
1730,43,management,divorced,tertiary,unknown,9,may,219,1,unknown,no
1731,41,blue-collar,married,primary,unknown,9,may,643,1,unknown,no
1732,31,admin.,married,secondary,unknown,9,may,249,3,unknown,no
1733,26,services,single,secondary,unknown,9,may,210,1,unknown,no
1734,29,blue-collar,married,primary,unknown,9,may,484,1,unknown,no
1735,31,services,married,secondary,unknown,9,may,187,1,unknown,no
1736,37,blue-collar,divorced,secondary,unknown,9,may,172,1,unknown,no
1737,35,technician,married,secondary,unknown,9,may,79,4,unknown,no
1738,31,technician,single,tertiary,unknown,9,may,207,1,unknown,no
1739,30,blue-collar,married,secondary,unknown,9,may,136,2,unknown,no
1740,29,blue-collar,single,primary,unknown,9,may,117,2,unknown,no
1741,29,admin.,divorced,secondary,unknown,9,may,393,1,unknown,no
1742,39,blue-collar,single,secondary,unknown,9,may,107,1,unknown,no
1743,31,blue-collar,single,secondary,unknown,9,may,25,1,unknown,no
1744,27,management,single,tertiary,unknown,9,may,132,3,unknown,no
1745,22,admin.,single,secondary,unknown,9,may,136,1,unknown,no
1746,31,management,single,secondary,unknown,9,may,384,2,unknown,no
1747,39,blue-collar,single,secondary,unknown,9,may,38,1,unknown,no
1748,25,admin.,single,secondary,unknown,9,may,164,1,unknown,no
1749,27,self-employed,single,secondary,unknown,9,may,643,1,unknown,no
1750,28,technician,single,tertiary,unknown,9,may,331,1,unknown,no
1751,31,unemployed,married,primary,unknown,9,may,479,2,unknown,no
1752,46,technician,divorced,secondary,unknown,9,may,229,2,unknown,no
1753,37,blue-collar,married,secondary,unknown,9,may,258,2,unknown,no
1754,27,services,single,secondary,unknown,9,may,490,1,unknown,no
1755,34,unemployed,divorced,secondary,unknown,9,may,308,1,unknown,no
1756,30,technician,single,secondary,unknown,9,may,137,1,unknown,no
1757,23,student,single,secondary,unknown,9,may,545,2,unknown,no
1758,33,technician,divorced,secondary,unknown,9,may,109,1,unknown,no
1759,43,admin.,married,secondary,unknown,9,may,168,2,unknown,no
1760,50,blue-collar,married,primary,unknown,9,may,257,6,unknown,no
1761,31,technician,married,secondary,unknown,9,may,213,2,unknown,no
1762,32,blue-collar,single,secondary,unknown,9,may,115,1,unknown,no
1763,32,admin.,single,secondary,unknown,9,may,643,1,unknown,no
1764,37,technician,divorced,secondary,unknown,9,may,106,1,unknown,no
1765,60,management,divorced,secondary,unknown,9,may,95,2,unknown,no
1766,47,blue-collar,divorced,secondary,unknown,9,may,205,1,unknown,no
1767,32,blue-collar,married,secondary,unknown,9,may,643,1,unknown,yes
1768,34,services,married,secondary,unknown,9,may,122,1,unknown,no
1769,36,blue-collar,divorced,secondary,unknown,9,may,377,1,unknown,no
1770,28,services,single,secondary,unknown,9,may,322,1,unknown,no
1771,31,services,divorced,secondary,unknown,9,may,208,3,unknown,no
1772,43,housemaid,married,primary,unknown,9,may,46,2,unknown,no
1773,32,unemployed,single,secondary,unknown,9,may,211,2,unknown,no
1774,31,services,married,secondary,unknown,9,may,156,2,unknown,no
1775,56,admin.,married,primary,unknown,9,may,178,2,unknown,no
1776,34,management,single,tertiary,unknown,9,may,133,2,unknown,no
1777,46,technician,single,secondary,unknown,9,may,206,2,unknown,no
1778,27,admin.,single,secondary,unknown,9,may,544,1,unknown,no
1779,33,blue-collar,married,secondary,unknown,9,may,143,1,unknown,no
1780,35,blue-collar,married,primary,unknown,9,may,471,2,unknown,no
1781,29,management,single,tertiary,unknown,9,may,200,3,unknown,no
1782,39,management,married,tertiary,unknown,9,may,324,2,unknown,no
1783,48,blue-collar,married,secondary,unknown,9,may,71,1,unknown,no
1784,58,blue-collar,married,primary,unknown,9,may,164,5,unknown,no
1785,36,blue-collar,married,secondary,unknown,9,may,137,3,unknown,no
1786,33,blue-collar,married,primary,unknown,9,may,91,2,unknown,no
1787,32,management,married,tertiary,unknown,9,may,280,1,unknown,no
1788,32,entrepreneur,single,tertiary,unknown,9,may,230,2,unknown,no
1789,31,admin.,married,secondary,unknown,9,may,63,1,unknown,no
1790,30,blue-collar,single,primary,unknown,9,may,135,1,unknown,no
1791,30,management,single,tertiary,unknown,9,may,261,1,unknown,no
1792,40,blue-collar,married,primary,unknown,9,may,215,2,unknown,no
1793,35,blue-collar,married,primary,unknown,9,may,200,4,unknown,no
1794,42,blue-collar,married,primary,unknown,9,may,391,2,unknown,no
1795,60,technician,married,primary,unknown,9,may,643,2,unknown,yes
1796,28,services,single,secondary,unknown,9,may,107,3,unknown,no
1797,29,admin.,single,secondary,unknown,9,may,108,2,unknown,no
1798,33,unemployed,married,secondary,unknown,9,may,145,2,unknown,no
1799,23,services,single,secondary,unknown,9,may,142,2,unknown,no
1800,34,blue-collar,married,primary,unknown,9,may,106,1,unknown,no
1801,29,services,single,secondary,unknown,9,may,134,1,unknown,no
1802,32,blue-collar,single,secondary,unknown,9,may,190,1,unknown,no
1803,55,services,married,secondary,unknown,9,may,241,1,unknown,no
1804,39,retired,single,primary,unknown,9,may,180,1,unknown,no
1805,37,admin.,single,secondary,unknown,9,may,237,1,unknown,no
1806,26,blue-collar,single,secondary,unknown,9,may,643,1,unknown,yes
1807,35,management,divorced,tertiary,unknown,9,may,189,1,unknown,no
1808,26,management,single,tertiary,unknown,9,may,70,1,unknown,no
1809,34,technician,single,tertiary,unknown,9,may,62,1,unknown,no
1810,55,blue-collar,married,primary,unknown,9,may,643,2,unknown,no
1811,39,services,married,secondary,unknown,9,may,323,1,unknown,no
1812,27,student,married,tertiary,unknown,9,may,111,2,unknown,no
1813,30,entrepreneur,single,secondary,unknown,9,may,197,4,unknown,no
1814,28,management,single,secondary,unknown,9,may,224,3,unknown,no
1815,33,blue-collar,single,secondary,unknown,9,may,557,1,unknown,no
1816,43,management,married,tertiary,unknown,9,may,150,2,unknown,no
1817,50,services,married,tertiary,unknown,9,may,388,2,unknown,no
1818,26,blue-collar,single,primary,unknown,9,may,89,1,unknown,no
1819,33,blue-collar,married,secondary,unknown,9,may,57,2,unknown,no
1820,47,blue-collar,married,primary,unknown,9,may,209,3,unknown,no
1821,33,management,single,secondary,unknown,9,may,188,1,unknown,no
1822,34,blue-collar,married,secondary,unknown,9,may,342,1,unknown,no
1823,33,blue-collar,single,secondary,unknown,9,may,84,1,unknown,no
1824,23,student,single,secondary,unknown,9,may,97,1,unknown,no
1825,29,self-employed,single,tertiary,unknown,9,may,530,2,unknown,no
1826,33,blue-collar,married,secondary,unknown,9,may,365,1,unknown,no
1827,41,management,married,secondary,unknown,9,may,285,1,unknown,no
1828,27,blue-collar,single,secondary,unknown,9,may,352,1,unknown,no
1829,34,blue-collar,single,secondary,unknown,9,may,316,3,unknown,no
1830,53,management,married,secondary,unknown,9,may,126,2,unknown,no
1831,34,management,single,secondary,unknown,9,may,76,2,unknown,no
1832,40,blue-collar,married,secondary,unknown,9,may,643,2,unknown,yes
1833,27,blue-collar,married,tertiary,unknown,9,may,24,1,unknown,no
1834,33,services,married,tertiary,unknown,9,may,253,1,unknown,no
1835,40,technician,single,secondary,unknown,9,may,73,1,unknown,no
1836,21,student,single,secondary,unknown,9,may,622,1,unknown,no
1837,31,blue-collar,married,secondary,unknown,9,may,133,1,unknown,no
1838,51,blue-collar,married,secondary,unknown,9,may,178,1,unknown,no
1839,26,technician,single,secondary,unknown,9,may,404,2,unknown,no
1840,26,management,married,primary,unknown,9,may,275,1,unknown,no
1841,32,admin.,single,secondary,unknown,9,may,109,1,unknown,no
1842,31,blue-collar,married,secondary,unknown,9,may,134,1,unknown,no
1843,27,unemployed,married,primary,unknown,9,may,407,2,unknown,no
1844,58,retired,divorced,primary,unknown,9,may,225,1,unknown,no
1845,39,services,married,secondary,unknown,9,may,86,2,unknown,no
1846,30,services,married,secondary,unknown,9,may,20,1,unknown,no
1847,29,technician,single,tertiary,unknown,9,may,247,1,unknown,no
1848,38,technician,married,secondary,unknown,9,may,129,3,unknown,no
1849,29,management,married,tertiary,unknown,9,may,324,1,unknown,no
1850,28,blue-collar,single,secondary,unknown,9,may,643,2,unknown,yes
1851,41,blue-collar,single,secondary,unknown,9,may,643,2,unknown,no
1852,43,blue-collar,married,primary,unknown,9,may,256,5,unknown,no
1853,43,blue-collar,single,primary,unknown,9,may,163,2,unknown,no
1854,37,technician,married,secondary,unknown,9,may,251,2,unknown,no
1855,46,blue-collar,divorced,primary,unknown,9,may,113,4,unknown,no
1856,53,blue-collar,married,secondary,unknown,9,may,193,2,unknown,no
1857,28,blue-collar,single,secondary,unknown,9,may,125,3,unknown,no
1858,41,admin.,married,secondary,unknown,9,may,344,2,unknown,no
1859,36,blue-collar,married,secondary,unknown,9,may,282,2,unknown,no
1860,37,technician,married,tertiary,unknown,9,may,643,1,unknown,no
1861,38,blue-collar,married,secondary,unknown,9,may,408,2,unknown,no
1862,32,technician,married,secondary,unknown,9,may,128,2,unknown,no
1863,33,blue-collar,divorced,primary,unknown,9,may,643,2,unknown,yes
1864,28,technician,single,secondary,unknown,9,may,67,3,unknown,no
1865,52,blue-collar,divorced,primary,unknown,9,may,167,4,unknown,no
1866,30,blue-collar,single,secondary,unknown,9,may,395,1,unknown,no
1867,37,blue-collar,married,secondary,unknown,9,may,137,2,unknown,no
1868,27,technician,single,secondary,unknown,9,may,118,1,unknown,no
1869,31,services,married,secondary,unknown,9,may,231,2,unknown,no
1870,47,management,divorced,tertiary,unknown,9,may,128,1,unknown,no
1871,33,blue-collar,single,secondary,unknown,9,may,174,1,unknown,no
1872,46,blue-collar,married,primary,unknown,9,may,195,1,unknown,no
1873,38,blue-collar,married,secondary,unknown,9,may,412,1,unknown,no
1874,33,blue-collar,single,primary,unknown,9,may,127,1,unknown,no
1875,44,blue-collar,married,primary,unknown,9,may,13,1,unknown,no
1876,35,management,married,tertiary,unknown,9,may,61,1,unknown,no
1877,38,blue-collar,married,secondary,unknown,9,may,286,5,unknown,no
1878,56,blue-collar,married,primary,unknown,9,may,76,1,unknown,no
1879,33,technician,single,secondary,unknown,9,may,53,4,unknown,no
1880,45,services,married,primary,unknown,9,may,274,2,unknown,no
1881,30,services,married,primary,unknown,9,may,409,3,unknown,no
1882,34,admin.,married,secondary,unknown,9,may,232,1,unknown,no
1883,32,blue-collar,married,secondary,unknown,9,may,325,1,unknown,no
1884,32,blue-collar,single,secondary,unknown,9,may,144,2,unknown,no
1885,27,admin.,married,secondary,unknown,9,may,643,1,unknown,no
1886,48,unemployed,married,secondary,unknown,9,may,241,2,unknown,no
1887,54,blue-collar,married,primary,unknown,9,may,103,2,unknown,no
1888,29,technician,single,tertiary,unknown,9,may,338,3,unknown,no
1889,37,blue-collar,divorced,secondary,unknown,9,may,182,1,unknown,no
1890,26,entrepreneur,married,tertiary,unknown,9,may,346,3,unknown,no
1891,43,management,married,secondary,unknown,9,may,204,2,unknown,no
1892,31,blue-collar,married,secondary,unknown,9,may,296,2,unknown,no
1893,55,technician,married,secondary,unknown,9,may,551,2,unknown,no
1894,45,services,single,secondary,unknown,9,may,643,3,unknown,no
1895,35,technician,single,secondary,unknown,9,may,338,4,unknown,no
1896,57,self-employed,married,tertiary,unknown,9,may,153,1,unknown,no
1897,49,blue-collar,married,primary,unknown,9,may,188,2,unknown,no
1898,23,services,single,secondary,unknown,9,may,305,2,unknown,no
1899,49,housemaid,divorced,primary,unknown,9,may,643,5,unknown,no
1900,35,management,single,tertiary,unknown,9,may,643,2,unknown,no
1901,38,technician,single,tertiary,unknown,9,may,116,1,unknown,no
1902,39,entrepreneur,married,secondary,unknown,9,may,129,2,unknown,no
1903,27,self-employed,single,tertiary,unknown,9,may,98,3,unknown,no
1904,37,blue-collar,married,secondary,unknown,9,may,262,1,unknown,no
1905,57,management,married,secondary,unknown,9,may,147,6,unknown,no
1906,38,entrepreneur,single,tertiary,unknown,9,may,150,1,unknown,no
1907,26,technician,married,secondary,unknown,9,may,282,2,unknown,no
1908,46,entrepreneur,married,secondary,unknown,9,may,332,2,unknown,no
1909,44,admin.,married,secondary,unknown,9,may,88,4,unknown,no
1910,44,blue-collar,married,primary,unknown,9,may,94,1,unknown,no
1911,28,blue-collar,married,secondary,unknown,9,may,455,1,unknown,no
1912,37,admin.,married,secondary,unknown,9,may,49,1,unknown,no
1913,43,technician,single,secondary,unknown,9,may,181,1,unknown,no
1914,25,admin.,single,secondary,unknown,9,may,345,6,unknown,no
1915,34,blue-collar,single,primary,unknown,9,may,154,3,unknown,no
1916,39,blue-collar,married,primary,unknown,9,may,294,2,unknown,no
1917,35,management,single,secondary,unknown,9,may,643,6,unknown,no
1918,32,services,married,secondary,unknown,9,may,202,2,unknown,no
1919,31,services,married,secondary,unknown,9,may,81,6,unknown,no
1920,42,blue-collar,married,primary,unknown,9,may,214,2,unknown,no
1921,31,blue-collar,single,secondary,unknown,9,may,128,1,unknown,no
1922,30,technician,single,tertiary,unknown,9,may,70,1,unknown,no
1923,29,admin.,single,secondary,unknown,9,may,106,1,unknown,no
1924,29,admin.,single,secondary,unknown,9,may,279,1,unknown,no
1925,36,blue-collar,married,secondary,unknown,9,may,400,2,unknown,no
1926,41,services,married,secondary,unknown,9,may,231,2,unknown,no
1927,37,blue-collar,single,secondary,unknown,9,may,175,2,unknown,no
1928,32,management,single,tertiary,unknown,9,may,179,2,unknown,no
1929,39,entrepreneur,married,tertiary,unknown,9,may,107,4,unknown,no
1930,31,management,single,tertiary,unknown,9,may,94,3,unknown,no
1931,33,blue-collar,single,secondary,unknown,9,may,142,2,unknown,no
1932,30,technician,single,tertiary,unknown,9,may,119,2,unknown,no
1933,24,student,single,secondary,unknown,9,may,180,3,unknown,no
1934,55,blue-collar,married,secondary,unknown,9,may,136,2,unknown,no
1935,27,services,single,secondary,unknown,9,may,44,3,unknown,no
1936,47,management,divorced,tertiary,unknown,9,may,229,5,unknown,no
1937,29,blue-collar,married,primary,unknown,9,may,184,2,unknown,no
1938,56,management,married,secondary,unknown,9,may,73,4,unknown,no
1939,31,management,single,tertiary,unknown,9,may,330,4,unknown,no
1940,46,blue-collar,married,primary,unknown,9,may,126,2,unknown,no
1941,47,technician,single,secondary,unknown,9,may,83,4,unknown,no
1942,29,student,single,secondary,unknown,9,may,25,6,unknown,no
1943,35,admin.,divorced,tertiary,unknown,9,may,26,2,unknown,no
1944,31,services,single,secondary,unknown,9,may,169,2,unknown,no
1945,29,admin.,single,secondary,unknown,9,may,179,2,unknown,no
1946,48,admin.,divorced,secondary,unknown,9,may,280,1,unknown,no
1947,59,blue-collar,married,secondary,unknown,9,may,61,4,unknown,no
1948,44,management,married,tertiary,unknown,9,may,124,2,unknown,no
1949,30,admin.,single,tertiary,unknown,9,may,89,2,unknown,no
1950,50,blue-collar,married,primary,unknown,9,may,210,3,unknown,no
1951,25,admin.,married,secondary,unknown,9,may,393,2,unknown,no
1952,32,blue-collar,married,secondary,unknown,9,may,643,4,unknown,no
1953,49,blue-collar,married,primary,unknown,9,may,161,2,unknown,no
1954,38,admin.,married,secondary,unknown,9,may,515,4,unknown,no
1955,29,blue-collar,single,secondary,unknown,9,may,177,2,unknown,no
1956,51,management,married,tertiary,unknown,9,may,178,2,unknown,no
1957,29,blue-collar,single,secondary,unknown,9,may,185,2,unknown,no
1958,32,admin.,divorced,secondary,unknown,9,may,218,2,unknown,no
1959,43,unemployed,married,primary,unknown,9,may,191,2,unknown,no
1960,34,blue-collar,married,secondary,unknown,9,may,245,4,unknown,no
1961,37,blue-collar,married,primary,unknown,9,may,255,2,unknown,no
1962,29,admin.,single,secondary,unknown,9,may,488,2,unknown,no
1963,39,services,single,secondary,unknown,9,may,211,2,unknown,no
1964,34,blue-collar,married,secondary,unknown,9,may,226,2,unknown,no
1965,28,technician,married,secondary,unknown,9,may,179,2,unknown,no
1966,37,blue-collar,married,primary,unknown,9,may,460,2,unknown,no
1967,29,blue-collar,married,secondary,unknown,9,may,432,2,unknown,no
1968,25,admin.,single,secondary,unknown,9,may,176,2,unknown,no
1969,33,blue-collar,married,primary,unknown,9,may,162,2,unknown,no
1970,34,admin.,single,secondary,unknown,9,may,192,2,unknown,no
1971,50,blue-collar,divorced,primary,unknown,9,may,237,3,unknown,no
1972,35,blue-collar,married,secondary,unknown,9,may,134,3,unknown,no
1973,53,management,divorced,tertiary,unknown,9,may,44,2,unknown,no
1974,41,blue-collar,single,primary,unknown,9,may,47,5,unknown,no
1975,48,blue-collar,married,primary,unknown,9,may,643,3,unknown,no
1976,32,blue-collar,single,secondary,unknown,9,may,116,3,unknown,no
1977,38,self-employed,married,secondary,unknown,9,may,182,3,unknown,no
1978,57,blue-collar,married,secondary,unknown,9,may,122,2,unknown,no
1979,50,management,married,tertiary,unknown,9,may,51,3,unknown,no
1980,40,management,married,tertiary,unknown,9,may,260,4,unknown,no
1981,45,management,single,tertiary,unknown,9,may,214,2,unknown,no
1982,34,blue-collar,single,secondary,unknown,9,may,407,4,unknown,no
1983,32,blue-collar,married,primary,unknown,9,may,389,2,unknown,no
1984,28,admin.,single,secondary,unknown,9,may,31,3,unknown,no
1985,30,services,married,secondary,unknown,9,may,115,2,unknown,no
1986,41,management,single,tertiary,unknown,9,may,643,3,unknown,no
1987,36,blue-collar,married,secondary,unknown,9,may,277,3,unknown,no
1988,49,services,divorced,secondary,unknown,9,may,117,2,unknown,no
1989,32,self-employed,married,tertiary,unknown,9,may,262,2,unknown,no
1990,53,management,married,tertiary,unknown,9,may,244,4,unknown,no
1991,44,unemployed,married,secondary,unknown,9,may,119,2,unknown,no
1992,34,entrepreneur,divorced,tertiary,unknown,9,may,162,2,unknown,no
1993,56,admin.,divorced,secondary,unknown,9,may,185,2,unknown,no
1994,27,technician,single,secondary,unknown,9,may,317,2,unknown,no
1995,32,blue-collar,married,secondary,unknown,9,may,214,3,unknown,no
1996,43,blue-collar,single,primary,unknown,9,may,71,3,unknown,no
1997,34,admin.,divorced,primary,unknown,9,may,43,2,unknown,no
1998,35,self-employed,married,secondary,unknown,9,may,298,2,unknown,no
1999,28,admin.,married,secondary,unknown,9,may,167,1,unknown,no
2000,52,management,married,primary,unknown,9,may,86,4,unknown,no
2001,36,blue-collar,married,primary,unknown,9,may,255,2,unknown,no
2002,35,management,single,tertiary,unknown,9,may,83,3,unknown,no
2003,30,admin.,married,secondary,unknown,9,may,257,1,unknown,no
2004,23,management,single,secondary,unknown,9,may,194,3,unknown,no
2005,37,entrepreneur,divorced,secondary,unknown,9,may,268,3,unknown,no
2006,29,services,single,secondary,unknown,9,may,176,2,unknown,no
2007,28,self-employed,single,secondary,unknown,9,may,97,1,unknown,no
2008,56,services,divorced,tertiary,unknown,9,may,263,5,unknown,no
2009,27,admin.,married,secondary,unknown,9,may,338,4,unknown,no
2010,33,blue-collar,single,primary,unknown,9,may,180,2,unknown,no
2011,53,blue-collar,married,primary,unknown,9,may,322,5,unknown,no
2012,47,blue-collar,married,secondary,unknown,9,may,64,4,unknown,no
2013,50,services,married,secondary,unknown,9,may,71,4,unknown,no
2014,31,admin.,single,secondary,unknown,9,may,166,3,unknown,no
2015,31,blue-collar,married,secondary,unknown,9,may,210,3,unknown,no
2016,37,management,married,tertiary,unknown,9,may,77,2,unknown,no
2017,37,management,single,tertiary,unknown,9,may,328,6,unknown,no
2018,48,unemployed,married,primary,unknown,9,may,164,6,unknown,no
2019,31,management,single,tertiary,unknown,9,may,154,2,unknown,no
2020,34,technician,married,secondary,unknown,9,may,84,4,unknown,no
2021,32,blue-collar,single,primary,unknown,9,may,153,4,unknown,no
2022,54,management,married,tertiary,unknown,9,may,155,3,unknown,no
2023,31,management,single,tertiary,unknown,9,may,111,2,unknown,no
2024,55,services,married,secondary,unknown,9,may,91,3,unknown,no
2025,27,blue-collar,married,secondary,unknown,9,may,257,3,unknown,no
2026,36,blue-collar,married,secondary,unknown,9,may,213,4,unknown,no
2027,33,technician,married,secondary,unknown,9,may,173,2,unknown,no
2028,43,blue-collar,married,primary,unknown,9,may,315,4,unknown,no
2029,42,blue-collar,married,secondary,unknown,9,may,190,3,unknown,no
2030,48,blue-collar,married,primary,unknown,9,may,102,3,unknown,no
2031,41,admin.,single,secondary,unknown,9,may,35,3,unknown,no
2032,36,technician,married,secondary,unknown,9,may,83,3,unknown,no
2033,32,services,single,secondary,unknown,9,may,643,6,unknown,no
2034,58,management,single,secondary,unknown,9,may,244,5,unknown,no
2035,40,services,married,secondary,unknown,9,may,143,3,unknown,no
2036,31,management,married,tertiary,unknown,9,may,643,2,unknown,no
2037,42,blue-collar,married,primary,unknown,9,may,291,4,unknown,no
2038,34,blue-collar,divorced,secondary,unknown,12,may,163,2,unknown,no
2039,34,technician,married,secondary,unknown,12,may,149,6,unknown,no
2040,35,technician,married,secondary,unknown,12,may,33,4,unknown,no
2041,57,management,divorced,secondary,unknown,12,may,144,6,unknown,no
2042,28,blue-collar,married,primary,unknown,12,may,40,3,unknown,no
2043,50,technician,married,secondary,unknown,12,may,79,6,unknown,no
2044,46,self-employed,married,tertiary,unknown,12,may,112,2,unknown,no
2045,28,blue-collar,married,secondary,unknown,12,may,147,5,unknown,no
2046,57,blue-collar,married,secondary,unknown,12,may,643,4,unknown,no
2047,49,admin.,married,secondary,unknown,12,may,290,5,unknown,no
2048,56,management,single,tertiary,unknown,12,may,148,2,unknown,no
2049,56,blue-collar,married,secondary,unknown,12,may,289,5,unknown,no
2050,49,management,divorced,tertiary,unknown,12,may,345,2,unknown,no
2051,50,management,married,tertiary,unknown,12,may,643,5,unknown,no
2052,47,admin.,single,secondary,unknown,12,may,181,4,unknown,no
2053,45,blue-collar,married,primary,unknown,12,may,460,5,unknown,yes
2054,44,unemployed,married,secondary,unknown,12,may,129,2,unknown,no
2055,51,blue-collar,married,tertiary,unknown,12,may,76,2,unknown,no
2056,34,blue-collar,married,secondary,unknown,12,may,111,2,unknown,no
2057,25,management,married,tertiary,unknown,12,may,104,2,unknown,no
2058,30,blue-collar,married,primary,unknown,12,may,221,2,unknown,no
2059,39,unemployed,divorced,secondary,unknown,12,may,150,6,unknown,no
2060,25,student,married,tertiary,unknown,12,may,399,3,unknown,no
2061,34,admin.,divorced,secondary,unknown,12,may,115,4,unknown,no
2062,25,blue-collar,single,secondary,unknown,12,may,149,5,unknown,no
2063,33,blue-collar,married,secondary,unknown,12,may,92,4,unknown,no
